Bank_Number,Branch_Number,National_Clearing_Code,BIC,Bank_Name,Branch_Information,City,Physical_Address1,Physical_Address2,Physical_Address3,Physical_Address4,Post_Code,Location,Country_Name,POB_Number,POB_Location1,POB_Location2,POB_Location3,POB_Post_Code,POB_Country,STD,Phone,Fax,Retail,BIC_Plus_Indicator,Latest_Status
11,8387,118387,,ANZ Bank New Zealand,Alexandra 2,Alexandra,66 Tarbert Street,,,,,,New Zealand,,,,,,New Zealand,(03),0800 269 296,448-9664,R,Y,A
11,8390,118390,,ANZ Bank New Zealand,South Dunedin 3,South Dunedin,166 King Edward Street,,,,,,New Zealand,,,,,,New Zealand,(03),0800 269 296,455-4187,R,Y,A
11,8393,118393,,ANZ Bank New Zealand,South Dunedin,South Dunedin,166 King Edward Street,,,,,,New Zealand,,,,,,New Zealand,(03),0800 269 296,455-4187,R,Y,A
11,8406,118406,,ANZ Bank New Zealand,Alexandra 4,Alexandra,66 Tarbert Street,,,,,,New Zealand,,,,,,New Zealand,(03),0800 269 296,448-9464,R,Y,A
11,8422,118422,,ANZ Bank New Zealand,Balclutha 2,Balclutha,57 Clyde Street,,,,,,New Zealand,,,,,,New Zealand,(03),0800 269 296,418-2022,R,Y,A
11,8425,118425,,ANZ Bank New Zealand,Dunedin,Dunedin,71 George Street,,,,,,New Zealand,PO Box 883,Dunedin,,,,New Zealand,(03),0800 269 296,479-2680,R,N,A
11,8426,118426,,ANZ Bank New Zealand,Dunedin 4,Dunedin,71 George Street,,,,,,New Zealand,PO Box 883,Dunedin,,,,New Zealand,(03),0800 269 296,479-2680,R,Y,A
11,8427,118427,,ANZ Bank New Zealand,Dunedin,Dunedin,71 George Street,,,,,,New Zealand,PO Box 883,Dunedin,,,,New Zealand,(03),0800 269 296,479-2680,R,Y,A
11,8428,118428,,ANZ Bank New Zealand,Dunedin,Dunedin,71 George Street,,,,,,New Zealand,PO Box 883,Dunedin,,,,New Zealand,(03),0800 269 296,479-2680,R,N,A
11,8429,118429,,ANZ Bank New Zealand,Dunedin 7,Dunedin,71 George Street,,,,,,New Zealand,PO Box 883,Dunedin,,,,New Zealand,(03),0800 269 296,479-2680,R,Y,A
11,8431,118431,,ANZ Bank New Zealand,Bonus Bonds,Dunedin,71 George Street,,,,,,New Zealand,PO Box 898,Dunedin,,,,New Zealand,(03),0800804600,474-0015,,Y,A
11,8500,118500,,ANZ Bank New Zealand,Invercargill,Invercargill,42 Kelvin Street,(Corner Don Street),,,,,New Zealand,PO Box 1102,Invercargill,,,,New Zealand,(03),0800 269 296,214-0811,R,Y,A
11,8503,118503,,ANZ Bank New Zealand,Invercargill,Invercargill,42 Kelvin Street,(Corner Don Street),,,,,New Zealand,PO Box 1102,Invercargill,,,,New Zealand,(03),0800 269 296,214-0811,R,Y,A
11,8505,118505,,ANZ Bank New Zealand,St Kilda Processing,,,,,,,,New Zealand,,,,,,New Zealand,(09),522-3550,522-3630,,Y,A
11,8515,118515,,ANZ Bank New Zealand,Invercargill,Invercargill,42 Kelvin Street,(Corner Don Street),,,,,New Zealand,PO Box 1102,Invercargill,,,,New Zealand,(03),0800 269 296,214-0811,R,Y,A
11,8530,118530,,ANZ Bank New Zealand,Invercargill,Invercargill,Corner Kelvin and Don Streets,,,,,,New Zealand,PO Box 1102,Invercargill,,,,New Zealand,(03),0800 269 296,214-0811,R,Y,A
11,8532,118532,,ANZ Bank New Zealand,Gore,Gore,37 Main Street,,,,,,New Zealand,,Gore,,,,New Zealand,(03),0800 269 296,208-7711,R,Y,A
11,8537,118537,,ANZ Bank New Zealand,Invercargill,Invercargill,Cnr Kelvin and Don Streets,,,,,,New Zealand,PO Box 1102,Invercargill,,,,New Zealand,(03),0800 269 296,214-0811,R,Y,A
11,8552,118552,,ANZ Bank New Zealand,Gore 2,Gore,82 Main Street,,,,,,New Zealand,,Gore,,,,New Zealand,(03),0800 269 296,208-7711,R,Y,A
11,8556,118556,,ANZ Bank New Zealand,Invercargill,Invercargill,Cnr Kelvin and Don Streets,,,,,,New Zealand,PO Box 1102,Invercargill,,,,New Zealand,(03),0800 269 296,214-0811,R,Y,A
11,8564,118564,,ANZ Bank New Zealand,Invercargill,Invercargill,42 Kelvin Street,(Corner Don Street),,,,,New Zealand,PO Box 1102,Invercargill,,,,New Zealand,(03),0800 269 296,214-0811,R,N,A
11,8570,118570,,ANZ Bank New Zealand,Queenstown,Queenstown,81 Beach Street,,,,,,New Zealand,PO Box 198,Queenstown,,,,New Zealand,(03),0800 269 296,442-8325,R,N,A
11,8572,118572,,ANZ Bank New Zealand,Invercargill 4,Invercargill,42 Kelvin Street,(Corner Don Street),,,,,New Zealand,PO Box 1102,Invercargill,,,,New Zealand,(03),0800 269 296,214-0811,R,N,A
11,8576,118576,,ANZ Bank New Zealand,Invercargill,Invercargill,Cnr Kelvin and Don Streets,,,,,,New Zealand,PO Box 1102,Invercargill,,,,New Zealand,(03),0800 269 296,214-0811,R,N,A
11,8593,118593,,ANZ Bank New Zealand,Invercargill,Invercargill,42 Kelvin Street,(Corner Don Street),,,,,New Zealand,PO Box 1102,Invercargill,,,,New Zealand,(03),0800 269 296,214-0811,R,N,A
11,8750,118750,,ANZ Bank New Zealand,Postbank Test Branch 1,,,,,,,,New Zealand,,,,,,New Zealand,,,,,N,A
11,8760,118760,,ANZ Bank New Zealand,Postbank Test Branch 2,,,,,,,,New Zealand,,,,,,New Zealand,,,,,N,A
11,8770,118770,,ANZ Bank New Zealand,Postbank Test Branch 3,,,,,,,,New Zealand,,,,,,New Zealand,,,,,N,A
11,8780,118780,,ANZ Bank New Zealand,Postbank Test Branch 4,,,,,,,,New Zealand,,,,,,New Zealand,,,,,N,A
11,8991,118991,,ANZ Bank New Zealand,Postbank Loans Test Branch,,,,,,,,New Zealand,,,,,,New Zealand,,,,,N,A
11,8994,118994,,ANZ Bank New Zealand,New Zealand Headquarters,,,,,,,,New Zealand,PO Box 1492,Wellington,,,,New Zealand,(04),496-7000,496-7360,,N,A
11,8995,118995,,ANZ Bank New Zealand,New Zealand Headquarters,,,,,,,,New Zealand,PO Box 1492,Wellington,,,,New Zealand,(04),496-7000,496-7360,,N,A
11,8996,118996,,ANZ Bank New Zealand,National Accounting,,,,,,,,New Zealand,,,,,,New Zealand,(04),802-2700,802-2723,,N,A
11,8997,118997,,ANZ Bank New Zealand,Head Office Test,,,,,,,,New Zealand,,,,,,New Zealand,(04),802-2700,802-2723,,Y,A
11,8999,118999,,ANZ Bank New Zealand,Postbank Registered Payees,,,,,,,,New Zealand,,,,,,New Zealand,(04),802-2700,802-2723,,N,A
12,3001,123001,,ASB Bank,ASB Testing Branch,Auckland,12 Jellicoe Street,ASB North Wharf,Auckland Central,,1010,,New Zealand,PO Box 35,Shortland Street,Auckland,,1140,New Zealand,(09),377-8930,,,Y,A
12,3002,123002,,ASB Bank,Processing Training Centre,Auckland,11 Vestey Drive,Mount Wellington,,,,,New Zealand,PO Box 35,Shortland Street,Auckland,,1140,New Zealand,(09),448-4355,270-0160,,N,A
12,3003,123003,,ASB Bank,ASB Testing Branch,Auckland,12 Jellicoe Street,ASB North Wharf,Auckland Central,,1010,,New Zealand,PO Box 35,Shortland Street,Auckland,,1140,New Zealand,(09),377-8930,,,N,A
12,3006,123006,,ASB Bank,Lending Department,Auckland,360 Dominion Rd,Mt Eden,,,,,New Zealand,PO Box 35,Shortland Street,Auckland,,1140,New Zealand,(09),377-8930,623-8718,,Y,A
12,3007,123007,,ASB Bank,National Operations,Auckland,360 Dominion Rd,Mt Eden,,,,,New Zealand,PO Box 35,Shortland Street,Auckland,,1140,New Zealand,(09),377-8930,623-8708,,Y,A
12,3008,123008,,ASB Bank,Cheques Branch,Auckland,Corner Queen and Wellesley Streets,,,,,,New Zealand,PO Box 35,Shortland Street,Auckland,,1140,New Zealand,(09),377-8930,,,Y,A
12,3009,123009,,ASB Bank,ASB Bank Centre,Auckland,12 Jellicoe Street,ASB North Wharf,Auckland Central,,1010,,New Zealand,PO Box 35,Shortland Street,Auckland,,1140,New Zealand,(09),0800-738-930,623-8708,,Y,A
12,3010,123010,,ASB Bank,CC Dom Rd Centralised  Costs,Auckland,33 Corinthian  Drive,Albany,,,0632,,New Zealand,PO Box 35,Shortland Street,Auckland,,1140,New Zealand,(09),306-3000,306-3010,,Y,A
12,3011,123011,,ASB Bank,Auckland,Auckland,Cnr Queen and Wellesley Streets,,,,,,New Zealand,PO Box 35,Shortland Street,Auckland,,1140,New Zealand,(09),306-3011,302-1815,R,Y,A
12,3012,123012,,ASB Bank,Newton,,,,,,,,,PO Box 35,Shortland Street,Auckland,,1140,New Zealand,(09),306-3012,360-2261,R,Y,A
12,3013,123013,,ASB Bank,Newmarket,Auckland,136-142 Broadway,Newmarket,,,,,New Zealand,PO Box 35,Shortland Street,Auckland,,1140,New Zealand,(09),306-3013,520-7599,R,Y,A
12,3014,123014,,ASB Bank,Onehunga,Auckland,168 Onehunga Mall,Onehunga,,,,,New Zealand,PO Box 35,Shortland Street,Auckland,,1140,New Zealand,(09),306-3014,634-6592,R,Y,A
12,3015,123015,,ASB Bank,Devonport,Auckland,21 Victoria Road,Devonport,,,,,New Zealand,PO Box 35,Shortland Street,Auckland,,1140,New Zealand,(09),306-3015,445-4442,R,Y,A
12,3016,123016,,ASB Bank,Dominion Road,Auckland,296 Dominion Road,Mt Eden,,,,,New Zealand,PO Box 35,Shortland Street,Auckland,,1140,New Zealand,(09),306-3016,638-9732,R,Y,A
12,3017,123017,,ASB Bank,Symonds Street,,,,,,,,,,,,,,New Zealand,,,,R,Y,A
12,3018,123018,,ASB Bank,Otahuhu,Auckland,12 Jellicoe Street,ASB North Wharf,Auckland Central,,1010,,New Zealand,PO Box 35,Shortland Street,Auckland,,1140,New Zealand,(09),306-3018,276-8425,R,Y,A
12,3019,123019,,ASB Bank,Ponsonby,Auckland,309 Ponsonby Road,Ponsonby,,,,,New Zealand,PO Box 35,Shortland Street,Auckland,,1140,New Zealand,(09),306-3019,378-4512,R,Y,A
12,3020,123020,,ASB Bank,Pt Chevalier,Auckland,1210 Great North Road,Pt Chevalier,,,,,New Zealand,PO Box 35,Shortland Street,Auckland,,1140,New Zealand,(09),306-3020,815-0619,R,Y,A
12,3021,123021,,ASB Bank,Greenlane,Auckland,381 Great South Road,Greenlane,,,1051,,New Zealand,PO Box 35,Shortland Street,Auckland,,1140,New Zealand,(09),306-3021,529-2099,R,Y,A
12,3022,123022,,ASB Bank,Grey Lynn,Auckland,592 Great North Road,Grey Lynn,,,,,New Zealand,PO Box 35,Shortland Street,Auckland,,1140,New Zealand,(09),306-3022,378-6670,R,Y,A
12,3023,123023,,ASB Bank,Pukekohe,Pukekohe,4 Hall Street,,,,,,New Zealand,PO Box 35,Shortland Street,Auckland,,1140,New Zealand,(09),306-3023,238-4107,R,Y,A
12,3024,123024,,ASB Bank,Karangahape Road,Auckland,112 Karangahape Road,,,,,,New Zealand,PO Box 35,Shortland Street,Auckland,,1140,New Zealand,(09),306-3024,303-4915,R,Y,A
12,3025,123025,,ASB Bank,Greenwoods Corner,Auckland,Cnr Pah and Manukau Roads,Epsom,,,,,New Zealand,PO Box 35,Shortland Street,Auckland,,1140,New Zealand,(09),306-3025,624-2231,R,Y,A
12,3026,123026,,ASB Bank,Takapuna,Auckland,41-45 Hurstmere Road,Takapuna,,,,,New Zealand,PO Box 35,Shortland Street,Auckland,,1140,New Zealand,(09),306-3026,486-6950,R,Y,A
12,3027,123027,,ASB Bank,St Heliers,Auckland,393 Tamaki Drive,St Heliers,,,,,New Zealand,PO Box 35,Shortland Street,Auckland,,1140,New Zealand,(09),306-3027,575-9278,R,Y,A
12,3028,123028,,ASB Bank,Papatoetoe,Auckland,64 St George Street,Papatoetoe,,,,,New Zealand,PO Box 35,Shortland Street,Auckland,,1140,New Zealand,(09),306-3028,277-7111,R,Y,A
12,3029,123029,,ASB Bank,Mt Albert,Auckland,875 New North Road,Mt Albert,,,,,New Zealand,PO Box 35,Shortland Street,Auckland,,1140,New Zealand,(09),306-3029,815-0675,R,Y,A
12,3030,123030,,ASB Bank,Remuera,Auckland,360 Remuera Road,Remuera,,,,,New Zealand,PO Box 35,Shortland Street,Auckland,,1140,New Zealand,(09),306-3030,529-1688,R,Y,A
12,3031,123031,,ASB Bank,Papakura,Auckland,166 Great South Road,Papakura,,,,,New Zealand,PO Box 35,Shortland Street,Auckland,,1140,New Zealand,(09),306-3031,297-7000,R,Y,A
12,3032,123032,,ASB Bank,Manurewa,Auckland,"Unit 10, 214 Great South Road",Manurewa,,,,,New Zealand,PO Box 35,Shortland Street,Auckland,,1140,New Zealand,(09),306-3032,266-0263,R,Y,A
12,3033,123033,,ASB Bank,Roskill,Auckland,,,,,,,New Zealand,PO Box 35,Auckland,,,,,,,,R,Y,A
12,3034,123034,,ASB Bank,Lynnmall Branch - New Lynn,Auckland,3058 Great North Road,Lynnmall Shopping Centre,,New Lynn,,,New Zealand,PO Box 35,Shortland Street,Auckland,,1140,New Zealand,(09),306-3034,827-8413,R,Y,A
12,3035,123035,,ASB Bank,Birkenhead,Auckland,22 Birkenhead Avenue,Birkenhead,,,,,New Zealand,PO Box 35,Shortland Street,Auckland,,1140,New Zealand,(09),306-3035,480-0532,R,Y,A
12,3036,123036,,ASB Bank,Panmure,Auckland,125 Queens Road,Panmure,,,,,New Zealand,PO Box 35,Shortland Street,Auckland,,1140,New Zealand,(09),306-3036,527-1715,R,Y,A
12,3037,123037,,ASB Bank,Customs Street,,,,,,,,,PO Box 35,Shortland Street,Auckland,,1140,New Zealand,(09),306-3037,302-1817,R,Y,A
12,3038,123038,,ASB Bank,Te Atatu Peninsula,Auckland,12 Jellicoe Street,ASB North Wharf,Auckland Central,,1010,,New Zealand,PO Box 35,Shortland Street,Auckland,,1140,New Zealand,(09),306-3038,834-5256,R,Y,A
12,3039,123039,,ASB Bank,Henderson,Auckland,353 Great North Road,Henderson,,,,,New Zealand,PO Box 35,Shortland Street,Auckland,,1140,New Zealand,(09),306-3039,837-2726,R,Y,A
12,3040,123040,,ASB Bank,Howick,Auckland,85 Picton Street,Howick,,,,,New Zealand,PO Box 35,Shortland Street,Auckland,,1140,New Zealand,(09),306-3040,537-3496,R,Y,A
12,3041,123041,,ASB Bank,Glen Innes,Auckland,54 Mayfair Place,Glen Innes,,,,,New Zealand,PO Box 35,Shortland Street,Auckland,,1140,New Zealand,(09),306-3041,521-5944,R,Y,A
12,3042,123042,,ASB Bank,Mairangi,Auckland,427 Beach Road,Mairangi Bay,,,,,New Zealand,PO Box 35,Shortland Street,Auckland,,1140,New Zealand,(09),306-3042,479-3414,R,Y,A
12,3043,123043,,ASB Bank,Mt Roskill South,Auckland,1484D Dominion Road Extension,Mt Roskill,,,,,New Zealand,PO Box 35,Shortland Street,Auckland,,1140,New Zealand,(09),306-3043,629-0238,R,Y,A
12,3044,123044,,ASB Bank,Hunters Plaza,Auckland,"217 Gt Sth Rd, Hunters Corner",Hunters Plaza Shopping Centre,,,,,New Zealand,PO Box 35,Shortland Street,Auckland,,1140,New Zealand,(09),306-3044,278-0056,R,Y,A
12,3045,123045,,ASB Bank,Avondale,Auckland,Cnr Wingate and Gt Nth Rds,Avondale,,,,,New Zealand,PO Box 35,Shortland Street,Auckland,,1140,New Zealand,(09),306-3045,828-8813,R,Y,A
12,3046,123046,,ASB Bank,Orewa,Orewa,4 Hillary Square,,,,0931,,New Zealand,PO Box 35,Shortland Street,Auckland,,1140,New Zealand,(09),3063046,426-9273,R,Y,A
12,3047,123047,,ASB Bank,Orakei,,,,,,,,,PO Box 35,Shortland Street,Auckland,,1140,New Zealand,,,,R,Y,A
12,3048,123048,,ASB Bank,Mt Eden,,,,,,,,,PO Box 35,Shortland Street,Auckland,,1140,New Zealand,,,,R,Y,A
12,3049,123049,,ASB Bank,Blockhouse Bay,Auckland,519 Blockhouse Bay Rd,Blockhouse Bay,,,,,New Zealand,PO Box 35,Shortland Street,Auckland,,1140,New Zealand,(09),306-3049,627-9675,R,Y,A
12,3050,123050,,ASB Bank,Milford Branch,Auckland,24 Milford Road,Milford Shopping complex,Milford,,0620,,New Zealand,PO Box 35,Shortland Street,Auckland,,1140,New Zealand,(09),306-3050,486-1349,R,Y,A
12,3051,123051,,ASB Bank,Glen Eden,Auckland,12 Jellicoe Street,ASB North Wharf,Auckland Central,,1010,,New Zealand,PO Box 35,Shortland Street,Auckland,,1140,New Zealand,(09),306-3051,818-1685,R,Y,A
12,3052,123052,,ASB Bank,Waiuku,Waiuku,48 Queen Street,,,,,,New Zealand,PO Box 35,Shortland Street,Auckland,,1140,New Zealand,(09),2370051,235-8031,R,Y,A
12,3053,123053,,ASB Bank,Northcote,Auckland,55 Pearn Crescent,Northcote,,,,,New Zealand,PO Box 35,Shortland Street,Auckland,,1140,New Zealand,(09),306-3053,480-0540,R,Y,A
12,3054,123054,,ASB Bank,Mangere Bridge,Auckland,19 Coronation Road,Mangere,,,,,New Zealand,PO Box 35,Shortland Street,Auckland,,1140,New Zealand,(09),306-3054,634-3774,R,Y,A
12,3055,123055,,ASB Bank,Penrose,Auckland,495A Great South Road,Penrose,,,,,New Zealand,PO Box 35,Shortland Street,Auckland,,1140,New Zealand,(09),306-3055,525-5730,R,Y,A
12,3056,123056,,ASB Bank,Pakuranga,Auckland,12 Jellicoe Street,ASB North Wharf,Auckland Central,,1010,,New Zealand,PO Box 35,Shortland Street,Auckland,,1140,New Zealand,(09),306-3056,576-6962,R,Y,A
12,3057,123057,,ASB Bank,Wyndham,Auckland,138-142 Queen Street,,,,1140,,New Zealand,PO Box 35,Shortland Street,Auckland,,1140,New Zealand,(09),306-3057,336-4728,R,Y,A
12,3058,123058,,ASB Bank,Sylvia Park,,,,,,,,,PO Box 35,Shortland Street,Auckland,,1140,New Zealand,,,,R,Y,A
12,3059,123059,,ASB Bank,Browns Bay,Auckland,38 Clyde Road,Browns Bay,,,,,New Zealand,PO Box 35,Shortland Street,Auckland,,1140,New Zealand,(09),306-3059,479-3380,R,Y,A
12,3060,123060,,ASB Bank,Ellerslie,Auckland,133 Main Highway,Ellerslie,,,,,New Zealand,PO Box 35,Shortland Street,Auckland,,1140,New Zealand,(09),306-3060,579-6004,R,Y,A
12,3061,123061,,ASB Bank,Royal Oak,Auckland,703 Manukau Road,Royal Oak,,,,,New Zealand,PO Box 35,Shortland Street,Auckland,,1140,New Zealand,(09),306-3061,624-2230,R,Y,A
12,3062,123062,,ASB Bank,Otara,Auckland,Otara Town Centre,Bairds Rd,Otara,,,,New Zealand,PO Box 35,Shortland Street,Auckland,,1140,New Zealand,(09),306-3062,274-8856,R,Y,A
12,3063,123063,,ASB Bank,Sandringham,,,,,,,,,PO Box 35,Shortland Street,Auckland,,1140,New Zealand,,,,R,Y,A
12,3064,123064,,ASB Bank,Hobson Street,,,,,,,,,PO Box 35,Shortland Street,Auckland,,1140,New Zealand,(09),306-3064,303-2762,R,Y,A
12,3065,123065,,ASB Bank,Belmont,,,,,,,,,PO Box 35,Shortland Street,Auckland,,1140,New Zealand,,,,R,Y,A
12,3066,123066,,ASB Bank,University,,,,,,,,,PO Box 35,Shortland Street,Auckland,,1140,New Zealand,(09),306-3066,377-4786,R,Y,A
12,3067,123067,,ASB Bank,Balmoral,,,,,,,,,PO Box 35,Shortland Street,Auckland,,1140,New Zealand,(09),306-3067,635-9710,R,Y,A
12,3068,123068,,ASB Bank,Owairaka,,,,,,,,,PO Box 35,Shortland Street,Auckland,,1140,New Zealand,,,,R,Y,A
12,3069,123069,,ASB Bank,Three Kings,Auckland,Three Kings Plaza,Mt Albert Road,Three Kings,,,,New Zealand,PO Box 35,Shortland Street,Auckland,,1140,New Zealand,(09),306-3069,624-3462,R,Y,A
12,3070,123070,,ASB Bank,Green Bay,,,,,,,,,C/- Blockhouse Bay (12-3049),,,,,New Zealand,,,,R,Y,A
12,3071,123071,,ASB Bank,South Te Atatu,Auckland,249 Edmonton Road,Te Atatu South,,,,,New Zealand,PO Box 35,Shortland Street,Auckland,,1140,New Zealand,(09),306-3071,838-5791,R,Y,A
12,3072,123072,,ASB Bank,Glenfield,Auckland,"Level 2, shop 208, Glenfield Mall",Corner Bentley & Downing Streets,Glenfield,Auckland,0629,,New Zealand,PO Box 35,Shortland Street,Auckland,,1140,New Zealand,(09),306-3072,443-0953,R,Y,A
12,3073,123073,,ASB Bank,Eastridge,Auckland,12 Jellicoe Street,ASB North Wharf,Auckland Central,,1010,,New Zealand,PO Box 35,Shortland Street,Auckland,,1140,New Zealand,(09),306-3073,521-5943,R,Y,A
12,3074,123074,,ASB Bank,Kelston,,,,,,,,,PO Box 35,Shortland Street,Auckland,,1140,New Zealand,,,,R,Y,A
12,3075,123075,,ASB Bank,Parnell,Auckland,145 Parnell Road,Parnell,,,,,New Zealand,PO Box 35,Shortland Street,Auckland,,1140,New Zealand,(09),306-3075,302-1816,R,Y,A
12,3076,123076,,ASB Bank,Bader Drive,Auckland,46 Bader Drive,Mangere,,,,,New Zealand,PO Box 35,Shortland Street,Auckland,,1140,New Zealand,(09),306-3076,275-8019,R,Y,A
12,3077,123077,,ASB Bank,St Lukes,Auckland,80 St Lukes Road,Westfield St Lukes,Shop 424,Mt Albert,,,New Zealand,PO Box 35,Shortland Street,Auckland,,1140,New Zealand,(09),306-3077,815-1477,R,Y,A
12,3078,123078,,ASB Bank,Tuakau,,,,,,,,,PO Box 103,Tuakau,,,,New Zealand,(09),236-8342,236-8753,R,Y,A
12,3079,123079,,ASB Bank,Mangere East,,,,,,,,,PO Box 35,Shortland Street,Auckland,,1140,New Zealand,,,,R,Y,A
12,3080,123080,,ASB Bank,Torbay,,,,,,,,,PO Box 35,Shortland Street,Auckland,,1140,New Zealand,,,,R,Y,A
12,3081,123081,,ASB Bank,Downtown,Auckland,12 Jellicoe Street,ASB North Wharf,Auckland Central,,1010,,New Zealand,PO Box 35,Shortland Street,Auckland,,1140,New Zealand,(09),306 3216,303 0176,R,Y,A
12,3082,123082,,ASB Bank,Lynfield,Auckland,12 Jellicoe Street,ASB North Wharf,Auckland Central,,1010,,New Zealand,PO Box 35,Shortland Street,Auckland,,1140,New Zealand,(09),306-3082,627-1048,R,Y,A
12,3083,123083,,ASB Bank,Manukau City,Auckland,Westfield Manukau City,Cnr Gt South & Wiri Station Roads,Manukau City,,,,New Zealand,PO Box 35,Shortland Street,Auckland,,1140,New Zealand,(09),337-2056,263-7507,R,Y,A
12,3084,123084,,ASB Bank,Whangaparaoa,Whangaparaoa,719 Whangaparaoa Road,The Plaza,,,,,New Zealand,PO Box 35,Shortland Street,Auckland,,1140,New Zealand,(09),306-3084,424-1905,R,Y,A
12,3085,123085,,ASB Bank,Westgate,,,,,,,,,PO Box 35,Shortland Street,Auckland,,1140,New Zealand,,,,R,Y,A
12,3086,123086,,ASB Bank,Meadowbank,Auckland,12 Jellicoe Street,ASB North Wharf,Auckland Central,,1010,,New Zealand,PO Box 35,Shortland Street,Auckland,,1140,New Zealand,(09),306-3086,528-5973,R,Y,A
12,3087,123087,,ASB Bank,Sunnynook,,,,,,,,,PO Box 35,Shortland Street,Auckland,,1140,New Zealand,(09),306-3087,410-9995,R,Y,A
12,3088,123088,,ASB Bank,Princess Street,,,,,,,,,PO Box 35,Shortland Street,Auckland,,1140,New Zealand,,,,R,Y,A
12,3089,123089,,ASB Bank,Highland Park,Auckland,505 Pakuranga Road,Highland Park,,,2010,,New Zealand,PO Box 35,Shortland Street,Auckland,,1140,New Zealand,(09),306-3089,537-3606,R,Y,A
12,3090,123090,,ASB Bank,Kawakawa,,,,,,,,,PO Box 35,Shortland Street,Auckland,,1140,New Zealand,,,,R,Y,A
12,3091,123091,,ASB Bank,Kerikeri,Kerikeri,77 Main Road,,,,,,New Zealand,PO Box 35,Shortland Street,Auckland,,1140,New Zealand,(09),407-0014,407-7211,R,Y,A
12,3092,123092,,ASB Bank,Onerahi,,,,,,,,,PO Box 35,Shortland Street,Auckland,,1140,New Zealand,(09),436-1362,436-2605,R,Y,A
12,3093,123093,,ASB Bank,Kamo,,,,,,,,,PO Box 35,Shortland Street,Auckland,,1140,,,,,R,Y,A
12,3094,123094,,ASB Bank,Wellsford,Wellsford,139 Rodney Street,,,,,,New Zealand,PO Box 35,Shortland Street,Auckland,,1140,New Zealand,(09),425-1385,423-8155,R,Y,A
12,3095,123095,,ASB Bank,Warkworth,Warkworth,Queen Street,,,,,,New Zealand,PO Box 35,Shortland Street,Auckland,,1140,New Zealand,(09),425-1031,425-9110,R,Y,A
12,3096,123096,,ASB Bank,Kaitaia,Kaitaia,99 Commerce Street,,,,,,New Zealand,PO Box 35,Shortland Street,Auckland,,1140,New Zealand,(09),408-9031,408-2421,R,Y,A
12,3097,123097,,ASB Bank,Kaikohe,Kaikohe,109-111 Broadway,,,,,,New Zealand,PO Box 35,Shortland Street,Auckland,,1140,New Zealand,(09),401-5017,401-1685,R,Y,A
12,3098,123098,,ASB Bank,Dargaville,Dargaville,93 Victoria Street,,,,,,New Zealand,PO Box 35,Shortland Street,Auckland,,1140,New Zealand,(09),439-3047,439-8301,R,Y,A
12,3099,123099,,ASB Bank,Whangarei,Whangarei,5 Rathbone Street,,,,0110,,New Zealand,PO Box 35,Shortland Street,Auckland,,1140,New Zealand,(09),430-4058,438-1799,R,Y,A
12,3100,123100,,ASB Bank,Titirangi,Auckland,406 Titirangi Road,Titirangi,,,,,New Zealand,PO Box 35,Shortland Street,Auckland,,1140,New Zealand,(09),306-3100,817-8648,R,Y,A
12,3101,123101,,ASB Bank,Kensington,,,,,,,,,PO Box 35,Shortland Street,Auckland,,1140,New Zealand,(09),437-1740,437-5495,R,Y,A
12,3102,123102,,ASB Bank,Paihia,Paihia,Cnr Williamson and Selwyn Roads,,,,,,New Zealand,PO Box 35,Shortland Street,Auckland,,1140,New Zealand,(09),402-0031,402-7118,R,Y,A
12,3103,123103,,ASB Bank,Henderson West,,,,,,,,,PO Box 35,Shortland Street,Auckland,,1140,New Zealand,,,,R,Y,A
12,3104,123104,,ASB Bank,Clendon,,,,,,,,,PO Box 35,Shortland Street,Auckland,,1140,New Zealand,,,,R,Y,A
12,3105,123105,,ASB Bank,Snells Beach,,,,,,,,,PO Box 35,Shortland Street,Auckland,,1140,New Zealand,,,,R,Y,A
12,3106,123106,,ASB Bank,Northland Commercial Banking,Whangarei,Cnr Walton And Roberts,Lvl 1,,,,,New Zealand,PO Box 1886,Whangarei,,,,New Zealand,(09),430-2950,438-5166,,Y,A
12,3107,123107,,ASB Bank,North Harbour Commercial Banking,Auckland,65A Constellation Drive,Rosedale,,,0602,,New Zealand,PO Box 35,Shortland Street,Auckland,,1140,New Zealand,(09),448-4273,476-0235,,Y,A
12,3108,123108,,ASB Bank,West Akld Regional Centre,Auckland,5 Lincoln Rd,Lincoln Manner 293,,,,,New Zealand,PO Box 21-104,Henderson,Auckland,,,New Zealand,(09),835-2061,837-3905,,Y,A
12,3109,123109,,ASB Bank,Central Auck Commercial Banking,Auckland,19 Hargreaves Street,Ponsonby,,,,,New Zealand,PO Box 90-441,Auckland,,,,New Zealand,(09),377 7520,377 9715,,Y,A
12,3110,123110,,ASB Bank,East Auck Commercial Banking,Auckland,323 Great South Road,Greenlane,,,,,New Zealand,PO Box 17-002,Greenlane,Auckland,,,New Zealand,(09),571-0272,525-0948,,Y,A
12,3111,123111,,ASB Bank,Counties Commercial Banking,Auckland,24 Broadway,Papakura,,,,,New Zealand,PO Box 72 079,Papakura,Auckland,,,New Zealand,(09),296-2767,297-7308,,Y,A
12,3112,123112,,ASB Bank,ASB Institutional Banking,Auckland,12 Jellicoe Street,ASB North Wharf,Auckland Central,,1010,,New Zealand,PO Box 35,Shortland Street,Auckland,,1140,New Zealand,(09),377-8930,302-0852,,Y,A
